term,acc,name,covoc_id,is_obsolete
http://purl.obolibrary.org/obo/HP_0000822,HP:0000822,Hypertension,DIS_36,
http://purl.obolibrary.org/obo/HP_0025406,HP:0025406,Asthenia,DIS_70,
http://purl.obolibrary.org/obo/CHEBI_15379,CHEBI:15379,dioxygen,CE_53,
http://purl.obolibrary.org/obo/HP_0032016,HP:0032016,Abnormal sputum,DIS_60,
http://purl.obolibrary.org/obo/CHMO_0000001,CHMO:0000001,colorimetry,,
http://purl.obolibrary.org/obo/CHMO_0000002,CHMO:0000002,gravimetric sorption analysis,,
http://purl.obolibrary.org/obo/OBI_0000070,OBI:0000070,assay,CE_5,
http://purl.obolibrary.org/obo/OBI_0000070,OBI:0000070,assay,BMV_15,
http://purl.obolibrary.org/obo/CHMO_0000000,CHMO:0000000,,,true
http://purl.obolibrary.org/obo/CHMO_0002413,CHMO:0002413,cryogenic electron microscopy,BMV_37,
http://purl.obolibrary.org/obo/MAXO_0000609,MAXO:0000609,serology test,BMV_136,
http://purl.obolibrary.org/obo/MAXO_0001001,MAXO:0001001,gene therapy,BMV_50,
http://purl.obolibrary.org/obo/MAXO_0000614,MAXO:0000614,immunofluorescence assays,BMV_72,
http://purl.obolibrary.org/obo/OBI_0000011,OBI:0000011,planned process,,
http://purl.obolibrary.org/obo/OBI_0000661,OBI:0000661,enzyme-linked immunosorbent assay,BMV_45,
http://purl.obolibrary.org/obo/PR_000000001,PR:000000001,protein,,
http://purl.obolibrary.org/obo/GO_0008150,GO:0008150,biological_process,BMV_106,
http://purl.obolibrary.org/obo/OBI_0000181,OBI:0000181,population,CE_59||CE_60,
http://purl.obolibrary.org/obo/OBI_0000552,OBI:0000552,reverse transcribed polymerase chain reaction,BMV_125,
http://purl.obolibrary.org/obo/NCBITaxon_10239,NCBITaxon:10239,Viruses,BMV_163,
http://purl.obolibrary.org/obo/CHEBI_6402,CHEBI:6402,leflunomide,DG_46,
http://purl.obolibrary.org/obo/CHEBI_9139,CHEBI:9139,sildenafil,DG_70,
http://purl.obolibrary.org/obo/CHEBI_72291,CHEBI:72291,cobicistat,DG_25,
http://purl.obolibrary.org/obo/CHEBI_16240,CHEBI:16240,hydrogen peroxide,DG_38,
http://purl.obolibrary.org/obo/CHEBI_31303,CHEBI:31303,bromhexine hydrochloride,DG_17,
http://purl.obolibrary.org/obo/CHEBI_87228,CHEBI:87228,sulfonamide antibiotic,DIS_61,
http://purl.obolibrary.org/obo/CHEBI_5855,CHEBI:5855,ibuprofen,DG_40,
http://purl.obolibrary.org/obo/CHEBI_37924,CHEBI:37924,atazanavir,DG_8,
http://purl.obolibrary.org/obo/CHEBI_2955,CHEBI:2955,azithromycin,DG_11,
http://purl.obolibrary.org/obo/CHEBI_7496,CHEBI:7496,nelfinavir,DG_55,
http://purl.obolibrary.org/obo/CHEBI_63628,CHEBI:63628,tipranavir,DG_75,
http://purl.obolibrary.org/obo/CHEBI_17334,CHEBI:17334,penicillin,DG_58,
http://purl.obolibrary.org/obo/CHEBI_46195,CHEBI:46195,paracetamol,DIS_2,
http://purl.obolibrary.org/obo/CHEBI_575568,CHEBI:575568,atovaquone,DG_9,
http://purl.obolibrary.org/obo/CHEBI_48923,CHEBI:48923,erythromycin,DG_33,
http://purl.obolibrary.org/obo/CHEBI_24431,CHEBI:24431,chemical entity,,
http://purl.obolibrary.org/obo/CHEBI_145994,CHEBI:145994,remdesivir,DG_62,
http://purl.obolibrary.org/obo/CHEBI_32016,CHEBI:32016,pirfenidone,DG_59,
http://purl.obolibrary.org/obo/CHEBI_5801,CHEBI:5801,hydroxychloroquine,DG_39,
http://purl.obolibrary.org/obo/CHEBI_38545,CHEBI:38545,rosuvastatin,DG_66,
http://purl.obolibrary.org/obo/CHEBI_66919,CHEBI:66919,ruxolitinib,DG_67,
http://purl.obolibrary.org/obo/CHEBI_31781,CHEBI:31781,lopinavir,DG_47,
http://purl.obolibrary.org/obo/CHEBI_52217,CHEBI:52217,pharmaceutical,BMV_108,
http://purl.obolibrary.org/obo/CHEBI_85083,CHEBI:85083,sofosbuvir,DG_71,
http://purl.obolibrary.org/obo/CHEBI_77572,CHEBI:77572,tranilast,DG_77,
http://purl.obolibrary.org/obo/CHEBI_63115,CHEBI:63115,fingolimod,DG_35,
http://purl.obolibrary.org/obo/CHEBI_472657,CHEBI:472657,cefixime,DG_22,
http://purl.obolibrary.org/obo/CHEBI_9513,CHEBI:9513,thalidomide,DG_73,
http://purl.obolibrary.org/obo/CHEBI_63580,CHEBI:63580,ribavirin,DG_64,
http://purl.obolibrary.org/obo/CHEBI_4653,CHEBI:4653,dipyridamole,DG_30,
http://purl.obolibrary.org/obo/CHEBI_31528,CHEBI:31528,Ebastine,DG_31,
http://purl.obolibrary.org/obo/CHEBI_40050,CHEBI:40050,amprenavir,DG_4,
http://purl.obolibrary.org/obo/CHEBI_59343,CHEBI:59343,cefditoren,DG_21,
http://purl.obolibrary.org/obo/CHEBI_82941,CHEBI:82941,fosamprenavir,DG_36,
http://purl.obolibrary.org/obo/CHEBI_17089,CHEBI:17089,glycoprotein,BMV_60,
http://purl.obolibrary.org/obo/CHEBI_62088,CHEBI:62088,metamizole,DG_50,
http://purl.obolibrary.org/obo/CHEBI_6960,CHEBI:6960,Moexipril,DG_53,
http://purl.obolibrary.org/obo/CHEBI_48432,CHEBI:48432,angiotensin II,DG_5,
http://purl.obolibrary.org/obo/CHEBI_135921,CHEBI:135921,artenimol,DG_6,
http://purl.obolibrary.org/obo/CHEBI_41977,CHEBI:41977,daunorubicin,DG_28,
http://purl.obolibrary.org/obo/CHEBI_367163,CHEBI:367163,darunavir,DG_27,
http://purl.obolibrary.org/obo/CHEBI_71204,CHEBI:71204,bepotastine,DG_15,
http://purl.obolibrary.org/obo/CHEBI_3638,CHEBI:3638,chloroquine,DG_23,
http://purl.obolibrary.org/obo/CHEBI_6078,CHEBI:6078,ivermectin,DG_44,
http://purl.obolibrary.org/obo/CHEBI_63621,CHEBI:63621,saquinavir,DG_68,
http://purl.obolibrary.org/obo/CHEBI_3732,CHEBI:3732,clarithromycin,DG_24,
http://purl.obolibrary.org/obo/CHEBI_21241,CHEBI:21241,vitamin C,DG_81,
http://purl.obolibrary.org/obo/CHEBI_45409,CHEBI:45409,ritonavir,DG_65,
http://purl.obolibrary.org/obo/CHEBI_22587,CHEBI:22587,antiviral agent,BMV_5||BMV_6||BMV_7,
http://purl.obolibrary.org/obo/CHEBI_44032,CHEBI:44032,indinavir,DG_41,
http://purl.obolibrary.org/obo/CHEBI_50729,CHEBI:50729,mitoxantrone,DG_52,
http://purl.obolibrary.org/obo/CHEBI_59163,CHEBI:59163,biomarker,BMV_17,
http://purl.obolibrary.org/obo/CHEBI_134722,CHEBI:134722,favipiravir,DG_34,
http://purl.obolibrary.org/obo/CHEBI_134730,CHEBI:134730,umifenovir,DG_80,
http://purl.obolibrary.org/obo/CHEBI_2549,CHEBI:2549,albuterol,DIS_5,
http://purl.obolibrary.org/obo/CHEBI_9364,CHEBI:9364,Suramin sodium,DG_72,
http://purl.obolibrary.org/obo/CHEBI_22198,CHEBI:22198,acetylcysteine,DG_2,
http://purl.obolibrary.org/obo/MONDO_0005550,MONDO:0005550,infectious disease,DIS_16||DIS_27||DIS_28||DIS_38,
http://purl.obolibrary.org/obo/MONDO_0005108,MONDO:0005108,viral infectious disease,DIS_65||DIS_67||DIS_68,
http://purl.obolibrary.org/obo/MONDO_0000001,MONDO:0000001,disease or disorder,,
http://purl.obolibrary.org/obo/MONDO_0100096,MONDO:0100096,COVID-19,DIS_46,
http://purl.obolibrary.org/obo/MONDO_0024355,MONDO:0024355,respiratory tract infectious disease,DIS_54||DIS_55,
http://purl.obolibrary.org/obo/NCBITaxon_11118,NCBITaxon:11118,Coronaviridae,SP_5||SP_12||BMV_34,
http://purl.obolibrary.org/obo/MONDO_0005091,MONDO:0005091,severe acute respiratory syndrome,DIS_58,
http://purl.obolibrary.org/obo/MONDO_0005812,MONDO:0005812,influenza,DIS_39,
http://purl.obolibrary.org/obo/NCBITaxon_694009,NCBITaxon:694009,Severe acute respiratory syndrome-related coronavirus,SP_21,
http://purl.obolibrary.org/obo/MONDO_0005002,MONDO:0005002,chronic obstructive pulmonary disease,DIS_13||DIS_14,
http://purl.obolibrary.org/obo/MONDO_0005087,MONDO:0005087,respiratory system disease,DIS_52,
http://purl.obolibrary.org/obo/MONDO_0002050,MONDO:0002050,depressive disorder,DIS_20,
http://purl.obolibrary.org/obo/MONDO_0004995,MONDO:0004995,cardiovascular disease,DIS_10||DIS_34,
http://purl.obolibrary.org/obo/MONDO_0100116,MONDO:0100116,Middle East respiratory syndrome,DIS_41||DIS_42,
http://purl.obolibrary.org/obo/MONDO_0005015,MONDO:0005015,diabetes mellitus (disease),DIS_21,
http://purl.obolibrary.org/obo/MONDO_0025481,MONDO:0025481,zoonoses,BMV_165,
http://purl.obolibrary.org/obo/MONDO_0007186,MONDO:0007186,gastroesophageal reflux disease,DIS_32,
http://purl.obolibrary.org/obo/MONDO_0005618,MONDO:0005618,anxiety disorder,DIS_8,
http://purl.obolibrary.org/obo/MONDO_0005249,MONDO:0005249,pneumonia,DIS_48,
http://purl.obolibrary.org/obo/MONDO_0002280,MONDO:0002280,anemia (disease),DIS_7,
http://purl.obolibrary.org/obo/MONDO_0006502,MONDO:0006502,adult respiratory distress syndrome,DIS_53,
http://purl.obolibrary.org/obo/MONDO_0006502,MONDO:0006502,adult respiratory distress syndrome,DIS_3,
http://purl.obolibrary.org/obo/MONDO_0021146,MONDO:0021146,headache disorder,DIS_33,
http://purl.obolibrary.org/obo/MONDO_0002258,MONDO:0002258,pharyngitis,DIS_59,
http://purl.obolibrary.org/obo/MONDO_0004979,MONDO:0004979,asthma,DIS_9,
http://purl.obolibrary.org/obo/MONDO_0024352,MONDO:0024352,viral respiratory tract infection,DIS_66,
http://purl.obolibrary.org/obo/MONDO_0100053,MONDO:0100053,anaphylaxis,DIS_6,
http://purl.obolibrary.org/obo/NCBITaxon_11308,NCBITaxon:11308,Orthomyxoviridae,SP_13,
http://purl.obolibrary.org/obo/MONDO_0005719,MONDO:0005719,Coronavinae infectious disease,DIS_18,
http://purl.obolibrary.org/obo/NCBITaxon_2697049,NCBITaxon:2697049,Severe acute respiratory syndrome coronavirus 2,SP_6||SP_16,
http://purl.obolibrary.org/obo/NCBITaxon_1335626,NCBITaxon:1335626,Middle East respiratory syndrome-related coronavirus,SP_15,
http://purl.obolibrary.org/obo/GO_0002524,GO:0002524,hypersensitivity,BMV_65,
http://purl.obolibrary.org/obo/NCBITaxon_11250,NCBITaxon:11250,Human orthopneumovirus,SP_19,
http://purl.obolibrary.org/obo/MONDO_0000002,MONDO:0000002,"obsolete 46,XX sex reversal",,true
http://purl.obolibrary.org/obo/NCBITaxon_39733,NCBITaxon:39733,Astroviridae,BMV_9,
http://purl.obolibrary.org/obo/GO_0006810,GO:0006810,transport,BMV_16,
http://purl.obolibrary.org/obo/GO_0016310,GO:0016310,phosphorylation,BMV_110,
http://purl.obolibrary.org/obo/GO_0006914,GO:0006914,autophagy,BMV_11,
http://purl.obolibrary.org/obo/GO_0006915,GO:0006915,apoptotic process,BMV_8,
http://purl.obolibrary.org/obo/GO_0008219,GO:0008219,cell death,BMV_20,
http://purl.obolibrary.org/obo/GO_0010467,GO:0010467,gene expression,BMV_49,
http://purl.obolibrary.org/obo/GO_0006412,GO:0006412,translation,BMV_115,
http://purl.obolibrary.org/obo/GO_0006412,GO:0006412,translation,BMV_114,
http://purl.obolibrary.org/obo/GO_0046718,GO:0046718,viral entry into host cell,BMV_161,
http://purl.obolibrary.org/obo/GO_0046718,GO:0046718,viral entry into host cell,BMV_158,
http://purl.obolibrary.org/obo/GO_0043657,GO:0043657,host cell,BMV_64,
http://purl.obolibrary.org/obo/GO_0006310,GO:0006310,DNA recombination,BMV_53,
http://purl.obolibrary.org/obo/GO_0006310,GO:0006310,DNA recombination,BMV_119,
http://purl.obolibrary.org/obo/GO_0002250,GO:0002250,adaptive immune response,BMV_4,
http://purl.obolibrary.org/obo/GO_0061025,GO:0061025,membrane fusion,BMV_90,
http://purl.obolibrary.org/obo/GO_0005730,GO:0005730,nucleolus,BMV_22||BMV_99,
http://purl.obolibrary.org/obo/GO_0019013,GO:0019013,viral nucleocapsid,BMV_159,
http://purl.obolibrary.org/obo/GO_0009405,GO:0009405,pathogenesis,BMV_105,
http://purl.obolibrary.org/obo/GO_0009405,GO:0009405,pathogenesis,BMV_160,
http://purl.obolibrary.org/obo/GO_0097659,GO:0097659,nucleic acid-templated transcription,BMV_55,
http://purl.obolibrary.org/obo/GO_0019079,GO:0019079,viral genome replication,BMV_162,
http://purl.obolibrary.org/obo/GO_0006260,GO:0006260,DNA replication,BMV_41,
http://purl.obolibrary.org/obo/GO_0009058,GO:0009058,biosynthetic process,BMV_2,
http://purl.obolibrary.org/obo/GO_0016246,GO:0016246,RNA interference,BMV_127,
http://purl.obolibrary.org/obo/GO_0003674,GO:0003674,molecular_function,BMV_92,
http://purl.obolibrary.org/obo/PR_P0DTC2,PR:P0DTC2,spike glycoprotein (SARS-CoV-2),PG_28||PG_29,
http://purl.obolibrary.org/obo/PR_P0DTC9,PR:P0DTC9,nucleoprotein (SARS-CoV-2),PG_18,
http://purl.obolibrary.org/obo/PR_P22301,PR:P22301,interleukin-10 (human),PG_12,
http://purl.obolibrary.org/obo/PR_P12821,PR:P12821,angiotensin-converting enzyme (human),PG_3,
http://purl.obolibrary.org/obo/PR_P0DTC3,PR:P0DTC3,protein 3a (SARS-CoV-2),PG_20,
http://purl.obolibrary.org/obo/PR_P0DTC7,PR:P0DTC7,protein 7a (SARS-CoV-2),PG_21,
http://purl.obolibrary.org/obo/PR_P0DTC5,PR:P0DTC5,membrane protein (SARS-CoV-2),PG_15,
http://purl.obolibrary.org/obo/PR_Q9H2X3,PR:Q9H2X3,C-type lectin domain family 4 member M (human),PG_6,
http://purl.obolibrary.org/obo/PR_000001341,PR:000001341,dipeptidyl peptidase IV,PG_9,
http://purl.obolibrary.org/obo/PR_Q9BYF1,PR:Q9BYF1,angiotensin-converting enzyme 2 (human),PG_4,
http://purl.obolibrary.org/obo/PR_000001471,PR:000001471,interleukin-10,PG_14,
http://purl.obolibrary.org/obo/PR_000018931,PR:000018931,"angiotensinogen, signal peptide removed form",PG_5,
http://purl.obolibrary.org/obo/PR_O15393,PR:O15393,transmembrane protease serine 2 (human),PG_33,
http://purl.obolibrary.org/obo/PR_000050252,PR:000050252,IgG heavy chain protein,BMV_74,
http://purl.obolibrary.org/obo/PR_P0DTC4,PR:P0DTC4,envelope small membrane protein (SARS-CoV-2),PG_11,
http://purl.obolibrary.org/obo/IDO_0000000,IDO:0000000,_obsolete_process,,true
http://purl.obolibrary.org/obo/IDO_0000519,IDO:0000519,incubation period,BMV_75,
http://purl.obolibrary.org/obo/IDO_0000503,IDO:0000503,infectious disease pandemic,BMV_58,
http://purl.obolibrary.org/obo/IDO_0000001,IDO:0000001,_obsolete_role,,true
http://purl.obolibrary.org/obo/IDO_0000002,IDO:0000002,_obsolete_quality,,true
http://purl.obolibrary.org/obo/CL_0000000,CL:0000000,cell,,
http://purl.obolibrary.org/obo/CL_0000000,CL:0000000,cell,,
http://purl.obolibrary.org/obo/COVOC_00000000,COVOC:00000000,COVOC Term,,
http://www.ebi.ac.uk/efo/EFO_0005384,EFO:0005384,HuH-7,CL:5,
http://www.ebi.ac.uk/efo/EFO_0000544,EFO:0000544,infection,DIS_37||BMV_77,
http://www.ebi.ac.uk/efo/EFO_0004292,EFO:0004292,vaccination,BMV_154,
http://www.ebi.ac.uk/efo/EFO_0010716,EFO:0010716,coinfection,DIS_15,
http://www.ebi.ac.uk/efo/EFO_0000643,EFO:0000643,pathogen,BMV_104,
http://www.ebi.ac.uk/efo/EFO_0004847,EFO:0004847,age at onset,CE_2,
http://www.ebi.ac.uk/efo/EFO_0000264,EFO:0000264,antibody,BMV_3,
http://www.ebi.ac.uk/efo/EFO_0002571,EFO:0002571,medical procedure,BMV_112,
http://www.ebi.ac.uk/efo/EFO_0001184,EFO:0001184,HEK293T,CL:4,
http://www.ebi.ac.uk/efo/EFO_0003919,EFO:0003919,risk factor,CE_70,
http://purl.obolibrary.org/obo/PATO_0000384,PATO:0000384,male,CE_51,
http://www.ebi.ac.uk/efo/EFO_0010192,EFO:0010192,primer,BMV_111,
http://www.ebi.ac.uk/efo/EFO_0010192,EFO:0010192,primer,BMV_100,
http://www.ebi.ac.uk/efo/EFO_0004014,EFO:0004014,deletion,BMV_38,
http://www.ebi.ac.uk/efo/EFO_0010064,EFO:0010064,Pharmacotherapy,BMV_109,
http://www.ebi.ac.uk/efo/EFO_0009715,EFO:0009715,wheezing,DIS_71,
http://www.ebi.ac.uk/efo/EFO_0003765,EFO:0003765,sign or symptom,BMV_24||BMV_28||BMV_29,
http://www.ebi.ac.uk/efo/EFO_0001426,EFO:0001426,study design,CE_80,
http://www.ebi.ac.uk/efo/EFO_0001461,EFO:0001461,control,CE_10,
http://www.ebi.ac.uk/efo/EFO_0009727,EFO:0009727,shortness of breath,CE_74,
http://www.ebi.ac.uk/efo/EFO_0009641,EFO:0009641,malaise,DIS_40,
http://www.ebi.ac.uk/efo/EFO_0000532,EFO:0000532,host,CE_37,
http://www.ebi.ac.uk/efo/EFO_0010717,EFO:0010717,afebrile,DIS_4,
http://purl.obolibrary.org/obo/NCBITaxon_2559587,NCBITaxon:2559587,Riboviria,BMV_130||BMV_131||BMV_132||BMV_133,
http://purl.obolibrary.org/obo/NCBITaxon_9836,NCBITaxon:9836,Camelus,SP_2,
http://purl.obolibrary.org/obo/NCBITaxon_40674,NCBITaxon:40674,Mammalia,,
http://purl.obolibrary.org/obo/NCBITaxon_31631,NCBITaxon:31631,Human coronavirus OC43,SP_17,
http://purl.obolibrary.org/obo/NCBITaxon_196889,NCBITaxon:196889,Rhinolophus macrotis,SP_20,
http://purl.obolibrary.org/obo/NCBITaxon_9675,NCBITaxon:9675,Paguma larvata,SP_18,
http://purl.obolibrary.org/obo/NCBITaxon_9972,NCBITaxon:9972,Manidae,SP_14,
http://purl.obolibrary.org/obo/NCBITaxon_9838,NCBITaxon:9838,Camelus dromedarius,SP_3||SP_8,
http://purl.obolibrary.org/obo/NCBITaxon_290028,NCBITaxon:290028,Human coronavirus HKU1,SP_9,
http://purl.obolibrary.org/obo/NCBITaxon_694002,NCBITaxon:694002,Betacoronavirus,SP_1,
http://purl.obolibrary.org/obo/NCBITaxon_1479610,NCBITaxon:1479610,Dromedary camel coronavirus HKU23,SP_10,
http://purl.obolibrary.org/obo/UBERON_0001062,UBERON:0001062,anatomical entity,,
http://purl.obolibrary.org/obo/PATO_0000047,PATO:0000047,biological sex,CE_73,
http://purl.obolibrary.org/obo/PATO_0000001,PATO:0000001,quality,,
http://purl.obolibrary.org/obo/PATO_0001422,PATO:0001422,dead,CE_17,
http://purl.obolibrary.org/obo/PATO_0000169,PATO:0000169,viability,CE_89,
http://purl.obolibrary.org/obo/NCIT_C15220,NCIT:C15220,Diagnosis,BMV_39,
http://purl.obolibrary.org/obo/NCIT_C15206,NCIT:C15206,Clinical Study,BMV_30,
http://purl.obolibrary.org/obo/NCIT_C18190,NCIT:C18190,Histopathologic Examination,BMV_61,
http://purl.obolibrary.org/obo/NCIT_C49146,NCIT:C49146,Adenovirus Vaccine,BMV_1,
http://purl.obolibrary.org/obo/NCIT_C923,NCIT:C923,Vaccine,BMV_155,
http://purl.obolibrary.org/obo/NCIT_C21130,NCIT:C21130,Drug Tolerance,BMV_43,
http://purl.obolibrary.org/obo/NCIT_C68768,NCIT:C68768,Contamination,BMV_33,
http://purl.obolibrary.org/obo/NCIT_C17565,NCIT:C17565,Sequence Analysis,BMV_135,
http://purl.obolibrary.org/obo/NCIT_C13720,NCIT:C13720,RNA Recognition Motif,BMV_128,
http://purl.obolibrary.org/obo/NCIT_C20464,NCIT:C20464,Cytokine,PG_8,
http://purl.obolibrary.org/obo/NCIT_C16960,NCIT:C16960,Patient,BMV_107,
http://purl.obolibrary.org/obo/NCIT_C17248,NCIT:C17248,Genetic Variation,BMV_52,
http://purl.obolibrary.org/obo/NCIT_C25179,NCIT:C25179,Hospitalization,BMV_63,
http://purl.obolibrary.org/obo/NCIT_C89252,NCIT:C89252,RNA Sequence,BMV_129,
http://purl.obolibrary.org/obo/NCIT_C20401,NCIT:C20401,Monoclonal Antibody,PG_16,
http://purl.obolibrary.org/obo/NCIT_C17105,NCIT:C17105,RNA-Directed RNA Polymerase,PG_26,
http://purl.obolibrary.org/obo/NCIT_C15429,NCIT:C15429,Research Activity,BMV_121||BMV_122,
http://purl.obolibrary.org/obo/NCIT_C26170,NCIT:C26170,Protective Agent,BMV_113,
http://purl.obolibrary.org/obo/NCIT_C17021,NCIT:C17021,Protein,,
http://purl.obolibrary.org/obo/NCIT_C15320,NCIT:C15320,Study Design,BMV_123,
http://purl.obolibrary.org/obo/NCIT_C25364,NCIT:C25364,Identifier,BMV_141,
http://purl.obolibrary.org/obo/NCIT_C13189,NCIT:C13189,Epitope,BMV_47,
http://purl.obolibrary.org/obo/NCIT_C20493,NCIT:C20493,Interferon,PG_13,
http://purl.obolibrary.org/obo/NCIT_C16612,NCIT:C16612,Gene,BMV_51,
http://purl.obolibrary.org/obo/NCIT_C102527,NCIT:C102527,ACE2 Gene,PG_2,
http://purl.obolibrary.org/obo/NCIT_C48938,NCIT:C48938,Cell Count,BMV_19,
http://purl.obolibrary.org/obo/NCIT_C95533,NCIT:C95533,Neutralization,BMV_35,
http://purl.obolibrary.org/obo/NCIT_C16556,NCIT:C16556,Epidemiology,BMV_46,
http://purl.obolibrary.org/obo/NCIT_C24871,NCIT:C24871,TMPRSS2 Gene,PG_32,
http://purl.obolibrary.org/obo/NCIT_C68780,NCIT:C68780,Purification,BMV_117,
http://purl.obolibrary.org/obo/NCIT_C16006,NCIT:C16006,Vaccine Design,BMV_156,
http://purl.obolibrary.org/obo/NCIT_C13292,NCIT:C13292,Open Reading Frame,BMV_101,
http://purl.obolibrary.org/obo/NCIT_C13195,NCIT:C13195,Bronchoalveolar Lavage Fluid,BMV_18,
http://purl.obolibrary.org/obo/NCIT_C135091,NCIT:C135091,TLR 2/6/9 Agonist PUL-042,DG_61,
http://purl.obolibrary.org/obo/NCIT_C38103,NCIT:C38103,Chest Radiography,BMV_23,
http://purl.obolibrary.org/obo/NCIT_C13299,NCIT:C13299,DNA Sequence,BMV_42,
http://purl.obolibrary.org/obo/NCIT_C17712,NCIT:C17712,Immunologic Tolerance,BMV_68,
http://purl.obolibrary.org/obo/NCIT_C15783,NCIT:C15783,Clinical Data,BMV_25,
http://purl.obolibrary.org/obo/NCIT_C62648,NCIT:C62648,Emergency,BMV_44,
http://purl.obolibrary.org/obo/NCIT_C15258,NCIT:C15258,Immunization,BMV_70,
